operator;material_percentage;stars;elite;skill_level;s1_mastery;s2_mastery;s3_mastery;skill_upgrade_resources;elite1_resources;elite2_resources;elite_resources;mastery_resources;total_resources;spent_resources;needed_resources;needed_material_quantity;total_material_quantity
Texas;52.22;5;2;7;0;0;0;"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
3x Integrated Device
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon";"20000x LMD
4x Vanguard Chip
5x Polyester
3x Oriron";"120000x LMD
3x Vanguard Dualchip
8x Polyester Lump
16x Orirock Cluster";"140000x LMD
4x Vanguard Chip
5x Polyester
3x Oriron
3x Vanguard Dualchip
8x Polyester Lump
16x Orirock Cluster";"42x Skill Summary - 3
8x Manganese Trihydrate
2x Integrated Device
3x RMA70-24
4x D32 Steel
4x Polyester Lump
9x Grindstone Pentahydrate
4x Loxic Kohl
3x Orirock Concentration
4x Polymerization Preparation
3x Optimized Device";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
6x Oriron
4x Polyketon
5x Integrated Device
48x Skill Summary - 3
7x Loxic Kohl
3x Aketon
140000x LMD
4x Vanguard Chip
5x Polyester
3x Vanguard Dualchip
12x Polyester Lump
16x Orirock Cluster
8x Manganese Trihydrate
3x RMA70-24
4x D32 Steel
9x Grindstone Pentahydrate
3x Orirock Concentration
4x Polymerization Preparation
3x Optimized Device";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
6x Oriron
4x Polyketon
3x Integrated Device
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon
140000x LMD
4x Vanguard Chip
5x Polyester
3x Vanguard Dualchip
8x Polyester Lump
16x Orirock Cluster";"2x Integrated Device
42x Skill Summary - 3
4x Loxic Kohl
4x Polyester Lump
8x Manganese Trihydrate
3x RMA70-24
4x D32 Steel
9x Grindstone Pentahydrate
3x Orirock Concentration
4x Polymerization Preparation
3x Optimized Device";86;180
Tequila;0.0;5;0;0;0;0;0;"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
4x Orirock Cube
5x Sugar
3x RMA70-12
6x Skill Summary - 3
3x Crystalline Component
3x Coagulating Gel";"20000x LMD
4x Guard Chip
4x Polyketon
2x Sugar";"120000x LMD
3x Guard Dualchip
5x Optimized Device
11x Grindstone";"140000x LMD
4x Guard Chip
4x Polyketon
2x Sugar
3x Guard Dualchip
5x Optimized Device
11x Grindstone";"42x Skill Summary - 3
3x White Horse Kohl
5x Aketon
3x Crystalline Circuit
5x Polymerized Gel
4x Crystalline Electroassembly
9x Grindstone Pentahydrate
6x Manganese Trihydrate
2x Integrated Device
3x Orirock Concentration
4x Bipolar Nanoflake";"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
4x Orirock Cube
7x Sugar
3x RMA70-12
48x Skill Summary - 3
3x Crystalline Component
3x Coagulating Gel
140000x LMD
4x Guard Chip
4x Polyketon
3x Guard Dualchip
5x Optimized Device
11x Grindstone
3x White Horse Kohl
5x Aketon
3x Crystalline Circuit
5x Polymerized Gel
4x Crystalline Electroassembly
9x Grindstone Pentahydrate
6x Manganese Trihydrate
2x Integrated Device
3x Orirock Concentration
4x Bipolar Nanoflake";;"8x Skill Summary - 1
4x Damaged Device
18x Skill Summary - 2
4x Orirock Cube
7x Sugar
3x RMA70-12
48x Skill Summary - 3
3x Crystalline Component
3x Coagulating Gel
140000x LMD
4x Guard Chip
4x Polyketon
3x Guard Dualchip
5x Optimized Device
11x Grindstone
3x White Horse Kohl
5x Aketon
3x Crystalline Circuit
5x Polymerized Gel
4x Crystalline Electroassembly
9x Grindstone Pentahydrate
6x Manganese Trihydrate
2x Integrated Device
3x Orirock Concentration
4x Bipolar Nanoflake";169;169
Tachanka;36.78;5;1;7;0;0;0;"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
4x Coagulating Gel
6x Skill Summary - 3
3x Incandescent Alloy
3x Manganese Ore";"20000x LMD
4x Guard Chip
4x Oriron
3x Sugar";"120000x LMD
3x Guard Dualchip
7x RMA70-24
12x Coagulating Gel";"140000x LMD
4x Guard Chip
4x Oriron
3x Sugar
3x Guard Dualchip
7x RMA70-24
12x Coagulating Gel";"42x Skill Summary - 3
9x Polymerized Gel
6x Orirock Cluster
3x Oriron Block
5x Incandescent Alloy Block
4x D32 Steel
5x Orirock Concentration
3x Crystalline Circuit
1x Coagulating Gel
3x Keton Colloid
4x Crystalline Electroassembly
3x White Horse Kohl";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
17x Coagulating Gel
48x Skill Summary - 3
3x Incandescent Alloy
3x Manganese Ore
140000x LMD
4x Guard Chip
4x Oriron
3x Sugar
3x Guard Dualchip
7x RMA70-24
9x Polymerized Gel
6x Orirock Cluster
3x Oriron Block
5x Incandescent Alloy Block
4x D32 Steel
5x Orirock Concentration
3x Crystalline Circuit
3x Keton Colloid
4x Crystalline Electroassembly
3x White Horse Kohl";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
4x Coagulating Gel
6x Skill Summary - 3
3x Incandescent Alloy
3x Manganese Ore
20000x LMD
4x Guard Chip
4x Oriron
3x Sugar";"13x Coagulating Gel
42x Skill Summary - 3
120000x LMD
3x Guard Dualchip
7x RMA70-24
9x Polymerized Gel
6x Orirock Cluster
3x Oriron Block
5x Incandescent Alloy Block
4x D32 Steel
5x Orirock Concentration
3x Crystalline Circuit
3x Keton Colloid
4x Crystalline Electroassembly
3x White Horse Kohl";110;174
Swire;36.46;5;1;7;0;0;0;"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
3x Integrated Device
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon";"20000x LMD
4x Guard Chip
5x Sugar
2x Device";"120000x LMD
3x Guard Dualchip
7x Sugar Lump
17x Polyester Pack";"140000x LMD
4x Guard Chip
5x Sugar
2x Device
3x Guard Dualchip
7x Sugar Lump
17x Polyester Pack";"42x Skill Summary - 3
8x Manganese Trihydrate
2x Integrated Device
3x RMA70-24
4x Bipolar Nanoflake
4x Sugar Lump
9x Grindstone Pentahydrate
4x Loxic Kohl
8x Orirock Concentration
4x D32 Steel";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
5x Integrated Device
48x Skill Summary - 3
7x Loxic Kohl
3x Aketon
140000x LMD
4x Guard Chip
5x Sugar
2x Device
3x Guard Dualchip
11x Sugar Lump
17x Polyester Pack
8x Manganese Trihydrate
3x RMA70-24
4x Bipolar Nanoflake
9x Grindstone Pentahydrate
8x Orirock Concentration
4x D32 Steel";"8x Skill Summary - 1
7x Ester
18x Skill Summary - 2
3x Oriron
4x Polyketon
3x Integrated Device
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon
20000x LMD
4x Guard Chip
5x Sugar
2x Device";"2x Integrated Device
42x Skill Summary - 3
4x Loxic Kohl
120000x LMD
3x Guard Dualchip
11x Sugar Lump
17x Polyester Pack
8x Manganese Trihydrate
3x RMA70-24
4x Bipolar Nanoflake
9x Grindstone Pentahydrate
8x Orirock Concentration
4x D32 Steel";115;181
Specter;39.13;5;1;7;0;0;0;"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
3x Sugar
5x Polyester
3x RMA70-12
6x Skill Summary - 3
4x Orirock Cluster
2x Integrated Device";"20000x LMD
4x Guard Chip
6x Orirock Cube
3x Polyketon";"120000x LMD
3x Guard Dualchip
8x White Horse Kohl
15x Aketon";"140000x LMD
4x Guard Chip
6x Orirock Cube
3x Polyketon
3x Guard Dualchip
8x White Horse Kohl
15x Aketon";"42x Skill Summary - 3
8x Sugar Lump
3x RMA70-12
3x Oriron Block
4x Polymerization Preparation
4x Grindstone Pentahydrate
8x Polyester Lump
4x Orirock Cluster
3x Keton Colloid
4x Bipolar Nanoflake
3x Manganese Trihydrate";"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
3x Sugar
5x Polyester
6x RMA70-12
48x Skill Summary - 3
8x Orirock Cluster
2x Integrated Device
140000x LMD
4x Guard Chip
6x Orirock Cube
3x Polyketon
3x Guard Dualchip
8x White Horse Kohl
15x Aketon
8x Sugar Lump
3x Oriron Block
4x Polymerization Preparation
4x Grindstone Pentahydrate
8x Polyester Lump
3x Keton Colloid
4x Bipolar Nanoflake
3x Manganese Trihydrate";"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
3x Sugar
5x Polyester
3x RMA70-12
6x Skill Summary - 3
4x Orirock Cluster
2x Integrated Device
20000x LMD
4x Guard Chip
6x Orirock Cube
3x Polyketon";"3x RMA70-12
42x Skill Summary - 3
4x Orirock Cluster
120000x LMD
3x Guard Dualchip
8x White Horse Kohl
15x Aketon
8x Sugar Lump
3x Oriron Block
4x Polymerization Preparation
4x Grindstone Pentahydrate
8x Polyester Lump
3x Keton Colloid
4x Bipolar Nanoflake
3x Manganese Trihydrate";112;184
Sora;18.08;5;1;4;0;0;0;"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
5x Orirock Cluster
6x Skill Summary - 3
3x Sugar Pack
3x Oriron Cluster";"20000x LMD
4x Supporter Chip
4x Oriron
2x Device";"120000x LMD
3x Supporter Dualchip
9x White Horse Kohl
17x Orirock Cluster";"140000x LMD
4x Supporter Chip
4x Oriron
2x Device
3x Supporter Dualchip
9x White Horse Kohl
17x Orirock Cluster";"42x Skill Summary - 3
8x Polyester Lump
4x Orirock Cluster
7x Keton Colloid
4x D32 Steel
8x Oriron Block
1x Sugar Pack
2x Optimized Device
4x Polymerization Preparation
4x Grindstone Pentahydrate";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
5x Device
26x Orirock Cluster
48x Skill Summary - 3
4x Sugar Pack
3x Oriron Cluster
140000x LMD
4x Supporter Chip
4x Oriron
3x Supporter Dualchip
9x White Horse Kohl
8x Polyester Lump
7x Keton Colloid
4x D32 Steel
8x Oriron Block
2x Optimized Device
4x Polymerization Preparation
4x Grindstone Pentahydrate";"8x Skill Summary - 1
5x Oriron Shard
6x Skill Summary - 2
3x Polyketon
20000x LMD
4x Supporter Chip
4x Oriron
2x Device";"12x Skill Summary - 2
3x Device
26x Orirock Cluster
48x Skill Summary - 3
4x Sugar Pack
3x Oriron Cluster
120000x LMD
3x Supporter Dualchip
9x White Horse Kohl
8x Polyester Lump
7x Keton Colloid
4x D32 Steel
8x Oriron Block
2x Optimized Device
4x Polymerization Preparation
4x Grindstone Pentahydrate";145;177
Snowsant;0.0;5;0;0;0;0;0;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
4x Loxic Kohl
6x Skill Summary - 3
3x Coagulating Gel
2x Oriron Cluster";"20000x LMD
4x Specialist Chip
4x Sugar
3x Polyketon";"120000x LMD
3x Specialist Dualchip
8x Polymerized Gel
15x Oriron Cluster";"140000x LMD
4x Specialist Chip
4x Sugar
3x Polyketon
3x Specialist Dualchip
8x Polymerized Gel
15x Oriron Cluster";"42x Skill Summary - 3
8x Manganese Trihydrate
2x Integrated Device
8x RMA70-24
4x D32 Steel
4x Polymerized Gel
3x Grindstone Pentahydrate
4x Loxic Kohl
3x Incandescent Alloy Block
4x Bipolar Nanoflake
3x Keton Colloid";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
8x Loxic Kohl
48x Skill Summary - 3
3x Coagulating Gel
17x Oriron Cluster
140000x LMD
4x Specialist Chip
4x Sugar
3x Polyketon
3x Specialist Dualchip
12x Polymerized Gel
8x Manganese Trihydrate
2x Integrated Device
8x RMA70-24
4x D32 Steel
3x Grindstone Pentahydrate
3x Incandescent Alloy Block
4x Bipolar Nanoflake
3x Keton Colloid";;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
8x Loxic Kohl
48x Skill Summary - 3
3x Coagulating Gel
17x Oriron Cluster
140000x LMD
4x Specialist Chip
4x Sugar
3x Polyketon
3x Specialist Dualchip
12x Polymerized Gel
8x Manganese Trihydrate
2x Integrated Device
8x RMA70-24
4x D32 Steel
3x Grindstone Pentahydrate
3x Incandescent Alloy Block
4x Bipolar Nanoflake
3x Keton Colloid";177;177
Skyfire;14.86;5;1;3;0;0;0;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
4x Loxic Kohl
6x Skill Summary - 3
2x Manganese Ore
3x RMA70-12";"20000x LMD
4x Caster Chip
4x Sugar
3x Polyketon";"120000x LMD
3x Caster Dualchip
7x Polyester Lump
13x Grindstone";"140000x LMD
4x Caster Chip
4x Sugar
3x Polyketon
3x Caster Dualchip
7x Polyester Lump
13x Grindstone";"42x Skill Summary - 3
9x Grindstone Pentahydrate
4x Loxic Kohl
3x Orirock Concentration
4x Bipolar Nanoflake
4x Polyester Lump
8x RMA70-24
2x Manganese Ore
3x Sugar Lump
4x D32 Steel
3x Oriron Block";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
8x Loxic Kohl
48x Skill Summary - 3
4x Manganese Ore
3x RMA70-12
140000x LMD
4x Caster Chip
4x Sugar
3x Polyketon
3x Caster Dualchip
11x Polyester Lump
13x Grindstone
9x Grindstone Pentahydrate
3x Orirock Concentration
4x Bipolar Nanoflake
8x RMA70-24
3x Sugar Lump
4x D32 Steel
3x Oriron Block";"8x Skill Summary - 1
7x Sugar Substitute
20000x LMD
4x Caster Chip
4x Sugar
3x Polyketon";"18x Skill Summary - 2
3x Polyester
4x Oriron
8x Loxic Kohl
48x Skill Summary - 3
4x Manganese Ore
3x RMA70-12
120000x LMD
3x Caster Dualchip
11x Polyester Lump
13x Grindstone
9x Grindstone Pentahydrate
3x Orirock Concentration
4x Bipolar Nanoflake
8x RMA70-24
3x Sugar Lump
4x D32 Steel
3x Oriron Block";149;175
Silence;50.56;5;2;7;0;0;0;"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
3x Grindstone
6x Skill Summary - 3
2x RMA70-12
3x Polyester Pack";"20000x LMD
4x Medic Chip
4x Oriron
3x Orirock Cube";"120000x LMD
3x Medic Dualchip
7x Keton Colloid
18x Orirock Cluster";"140000x LMD
4x Medic Chip
4x Oriron
3x Orirock Cube
3x Medic Dualchip
7x Keton Colloid
18x Orirock Cluster";"42x Skill Summary - 3
9x Orirock Concentration
4x Grindstone
3x Polyester Lump
4x Polymerization Preparation
4x Manganese Trihydrate
8x Sugar Lump
3x RMA70-12
3x Oriron Block
4x Bipolar Nanoflake
4x Grindstone Pentahydrate";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
7x Grindstone
48x Skill Summary - 3
5x RMA70-12
3x Polyester Pack
140000x LMD
4x Medic Chip
4x Oriron
3x Orirock Cube
3x Medic Dualchip
7x Keton Colloid
18x Orirock Cluster
9x Orirock Concentration
3x Polyester Lump
4x Polymerization Preparation
4x Manganese Trihydrate
8x Sugar Lump
3x Oriron Block
4x Bipolar Nanoflake
4x Grindstone Pentahydrate";"8x Skill Summary - 1
5x Oriron Shard
18x Skill Summary - 2
3x Polyketon
3x Device
3x Grindstone
6x Skill Summary - 3
2x RMA70-12
3x Polyester Pack
140000x LMD
4x Medic Chip
4x Oriron
3x Orirock Cube
3x Medic Dualchip
7x Keton Colloid
18x Orirock Cluster";"4x Grindstone
42x Skill Summary - 3
3x RMA70-12
9x Orirock Concentration
3x Polyester Lump
4x Polymerization Preparation
4x Manganese Trihydrate
8x Sugar Lump
3x Oriron Block
4x Bipolar Nanoflake
4x Grindstone Pentahydrate";88;178
Sideroca;39.46;5;1;7;0;0;0;"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
3x Sugar
5x Polyester
4x Incandescent Alloy
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon";"20000x LMD
4x Guard Chip
7x Orirock Cube
2x Device";"120000x LMD
3x Guard Dualchip
9x Polymerized Gel
13x Oriron Cluster";"140000x LMD
4x Guard Chip
7x Orirock Cube
2x Device
3x Guard Dualchip
9x Polymerized Gel
13x Oriron Cluster";"42x Skill Summary - 3
7x Incandescent Alloy Block
3x RMA70-12
3x Grindstone Pentahydrate
6x White Horse Kohl
8x Polymerization Preparation
5x Polymerized Gel
3x Keton Colloid
2x Coagulating Gel
3x RMA70-24
5x Manganese Trihydrate";"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
3x Sugar
5x Polyester
4x Incandescent Alloy
48x Skill Summary - 3
3x Loxic Kohl
3x Aketon
140000x LMD
4x Guard Chip
7x Orirock Cube
2x Device
3x Guard Dualchip
14x Polymerized Gel
13x Oriron Cluster
7x Incandescent Alloy Block
3x RMA70-12
3x Grindstone Pentahydrate
6x White Horse Kohl
8x Polymerization Preparation
3x Keton Colloid
2x Coagulating Gel
3x RMA70-24
5x Manganese Trihydrate";"8x Skill Summary - 1
10x Orirock
18x Skill Summary - 2
3x Sugar
5x Polyester
4x Incandescent Alloy
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon
20000x LMD
4x Guard Chip
7x Orirock Cube
2x Device";"42x Skill Summary - 3
120000x LMD
3x Guard Dualchip
14x Polymerized Gel
13x Oriron Cluster
7x Incandescent Alloy Block
3x RMA70-12
3x Grindstone Pentahydrate
6x White Horse Kohl
8x Polymerization Preparation
3x Keton Colloid
2x Coagulating Gel
3x RMA70-24
5x Manganese Trihydrate";112;185
Shamare;37.22;5;1;7;0;0;0;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
4x Aketon
6x Skill Summary - 3
2x Manganese Ore
3x RMA70-12";"20000x LMD
4x Supporter Chip
5x Sugar
3x Orirock Cube";"120000x LMD
3x Supporter Dualchip
8x Orirock Concentration
17x Incandescent Alloy";"140000x LMD
4x Supporter Chip
5x Sugar
3x Orirock Cube
3x Supporter Dualchip
8x Orirock Concentration
17x Incandescent Alloy";"42x Skill Summary - 3
3x RMA70-24
2x Manganese Ore
3x White Horse Kohl
5x Keton Colloid
4x Bipolar Nanoflake
4x Incandescent Alloy Block
3x Orirock Concentration
4x Grindstone
3x Manganese Trihydrate
4x Optimized Device
4x D32 Steel
4x Polymerized Gel";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
4x Aketon
48x Skill Summary - 3
4x Manganese Ore
3x RMA70-12
140000x LMD
4x Supporter Chip
5x Sugar
3x Orirock Cube
3x Supporter Dualchip
11x Orirock Concentration
17x Incandescent Alloy
3x RMA70-24
3x White Horse Kohl
5x Keton Colloid
4x Bipolar Nanoflake
4x Incandescent Alloy Block
4x Grindstone
3x Manganese Trihydrate
4x Optimized Device
4x D32 Steel
4x Polymerized Gel";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
4x Aketon
6x Skill Summary - 3
2x Manganese Ore
3x RMA70-12
20000x LMD
4x Supporter Chip
5x Sugar
3x Orirock Cube";"42x Skill Summary - 3
2x Manganese Ore
120000x LMD
3x Supporter Dualchip
11x Orirock Concentration
17x Incandescent Alloy
3x RMA70-24
3x White Horse Kohl
5x Keton Colloid
4x Bipolar Nanoflake
4x Incandescent Alloy Block
4x Grindstone
3x Manganese Trihydrate
4x Optimized Device
4x D32 Steel
4x Polymerized Gel";113;180
Sesa;12.71;5;1;3;0;0;0;"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
2x Device
8x Orirock Cube
3x RMA70-12
6x Skill Summary - 3
2x Grindstone
4x Orirock Cluster";"20000x LMD
4x Sniper Chip
4x Polyketon
2x Sugar";"120000x LMD
3x Sniper Dualchip
8x Grindstone Pentahydrate
18x Orirock Cluster";"140000x LMD
4x Sniper Chip
4x Polyketon
2x Sugar
3x Sniper Dualchip
8x Grindstone Pentahydrate
18x Orirock Cluster";"42x Skill Summary - 3
3x Keton Colloid
2x Coagulating Gel
3x RMA70-24
8x Manganese Trihydrate
4x D32 Steel
4x Incandescent Alloy Block
3x Orirock Concentration
4x Grindstone
3x Grindstone Pentahydrate
6x White Horse Kohl
4x Bipolar Nanoflake";"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
2x Device
8x Orirock Cube
3x RMA70-12
48x Skill Summary - 3
6x Grindstone
22x Orirock Cluster
140000x LMD
4x Sniper Chip
4x Polyketon
2x Sugar
3x Sniper Dualchip
11x Grindstone Pentahydrate
3x Keton Colloid
2x Coagulating Gel
3x RMA70-24
8x Manganese Trihydrate
4x D32 Steel
4x Incandescent Alloy Block
3x Orirock Concentration
6x White Horse Kohl
4x Bipolar Nanoflake";"8x Skill Summary - 1
5x Diketon
20000x LMD
4x Sniper Chip
4x Polyketon
2x Sugar";"18x Skill Summary - 2
2x Device
8x Orirock Cube
3x RMA70-12
48x Skill Summary - 3
6x Grindstone
22x Orirock Cluster
120000x LMD
3x Sniper Dualchip
11x Grindstone Pentahydrate
3x Keton Colloid
2x Coagulating Gel
3x RMA70-24
8x Manganese Trihydrate
4x D32 Steel
4x Incandescent Alloy Block
3x Orirock Concentration
6x White Horse Kohl
4x Bipolar Nanoflake";158;181
Scene;13.81;5;1;3;0;0;0;"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
2x Device
8x Orirock Cube
4x Oriron Cluster
6x Skill Summary - 3
3x Loxic Kohl
3x Aketon";"20000x LMD
4x Supporter Chip
4x Polyketon
4x Orirock Cube";"120000x LMD
3x Supporter Dualchip
9x White Horse Kohl
12x Manganese Ore";"140000x LMD
4x Supporter Chip
4x Polyketon
4x Orirock Cube
3x Supporter Dualchip
9x White Horse Kohl
12x Manganese Ore";"42x Skill Summary - 3
6x Orirock Concentration
4x Grindstone
9x Grindstone Pentahydrate
6x White Horse Kohl
8x D32 Steel
3x Optimized Device
3x Incandescent Alloy Block
3x RMA70-12
4x Polymerized Gel";"8x Skill Summary - 1
5x Diketon
18x Skill Summary - 2
2x Device
12x Orirock Cube
4x Oriron Cluster
48x Skill Summary - 3
3x Loxic Kohl
3x Aketon
140000x LMD
4x Supporter Chip
4x Polyketon
3x Supporter Dualchip
15x White Horse Kohl
12x Manganese Ore
6x Orirock Concentration
4x Grindstone
9x Grindstone Pentahydrate
8x D32 Steel
3x Optimized Device
3x Incandescent Alloy Block
3x RMA70-12
4x Polymerized Gel";"8x Skill Summary - 1
5x Diketon
20000x LMD
4x Supporter Chip
4x Polyketon
4x Orirock Cube";"18x Skill Summary - 2
2x Device
8x Orirock Cube
4x Oriron Cluster
48x Skill Summary - 3
3x Loxic Kohl
3x Aketon
120000x LMD
3x Supporter Dualchip
15x White Horse Kohl
12x Manganese Ore
6x Orirock Concentration
4x Grindstone
9x Grindstone Pentahydrate
8x D32 Steel
3x Optimized Device
3x Incandescent Alloy Block
3x RMA70-12
4x Polymerized Gel";156;181
Savage;36.22;5;1;7;0;0;0;"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
3x Polyester
4x Oriron
6x Aketon
6x Skill Summary - 3
4x Loxic Kohl";"20000x LMD
4x Guard Chip
4x Sugar
3x Polyester";"120000x LMD
3x Guard Dualchip
9x Orirock Concentration
18x Sugar Pack";"140000x LMD
4x Guard Chip
4x Sugar
3x Polyester
3x Guard Dualchip
9x Orirock Concentration
18x Sugar Pack";"42x Skill Summary - 3
9x White Horse Kohl
5x Aketon
3x Grindstone Pentahydrate
4x Polymerization Preparation
7x RMA70-24
8x Manganese Trihydrate
2x Integrated Device
4x Bipolar Nanoflake
4x Sugar Lump";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
6x Polyester
4x Oriron
11x Aketon
48x Skill Summary - 3
4x Loxic Kohl
140000x LMD
4x Guard Chip
4x Sugar
3x Guard Dualchip
9x Orirock Concentration
18x Sugar Pack
9x White Horse Kohl
3x Grindstone Pentahydrate
4x Polymerization Preparation
7x RMA70-24
8x Manganese Trihydrate
2x Integrated Device
4x Bipolar Nanoflake
4x Sugar Lump";"8x Skill Summary - 1
7x Sugar Substitute
18x Skill Summary - 2
6x Polyester
4x Oriron
6x Aketon
6x Skill Summary - 3
4x Loxic Kohl
20000x LMD
4x Guard Chip
4x Sugar";"5x Aketon
42x Skill Summary - 3
120000x LMD
3x Guard Dualchip
9x Orirock Concentration
18x Sugar Pack
9x White Horse Kohl
3x Grindstone Pentahydrate
4x Polymerization Preparation
7x RMA70-24
8x Manganese Trihydrate
2x Integrated Device
4x Bipolar Nanoflake
4x Sugar Lump";118;185
